"","Hybrid_ID","Nfinal","Phyllochron","Leaf_tip_emerg","First_LiguloChrone","tt_firstligule_sinceapp","c","a","potKernelWt","GNmax","GrainNoMax","Res.Tnight","resp.Ri","GN15cor","rRAD"
"1","11430_H",16,0.0248145064020489,3.29858855838549,0.0176034536787238,73.8440190712488,3.81969705240466,4.3345284752041,363.297490461626,531.946896962948,4489.63181036728,-361.885900472872,4980.6311178494,7.68760788831774,0.41
"2","A3_H",15,0.0241678006598917,3.38026558314394,0.014982850098208,60.3655729063548,4.05017921428344,4.43117632205928,365.495408783833,539.105988745664,4301.06759725941,-413.181360462004,5608.17841703679,9.47480516782068,0.33
"3","A310_H",16,0.0211304796873399,3.10097265740066,0.0142154143756756,71.4301409356445,4.49305749422023,4.91712172194026,360.021556589691,464.812869662118,3818.38004802895,-213.428504418365,3319.95628688417,2.22835630542229,0.79
"4","A347_H",16,0.022803697278592,3.39355922524493,0.0151422317933355,66.7544335362554,5.07352031887331,4.85689434271533,317.434194322179,453.53786943891,3463.02842944326,-179.639337658608,3466.94823983235,4.74552581027461,NA
"5","A374_H",17,0.0219223974495697,3.57069065016652,0.0150643300995097,60.8650568807372,5.59751808577064,5.22238379754277,339.987988642954,685.267250438528,5203.01267250581,-401.17003751938,5454.58843981116,6.83525661048291,0.35
"6","A375_H",16,0.02400512579628,3.24584181520251,0.014982850098208,60.3655729063548,6.75628129511027,5.24385667856184,375.714601396657,530.500701671693,4477.42592210909,-289.920602476248,4831.5046423659,7.38274335393121,0.11
"7","A554_H",15,0.0240892411601868,3.64261694432075,0.0136908976973603,30.0116926554021,3.45566284396398,4.09026013717342,368.085262245176,474.299130761404,4003.08466362625,-302.35422888998,4534.43711593297,6.62458511756802,0.35
"8","AS5707_H",16,0.0202102187652406,3.44230168340382,0.0145716065636146,54.965605413932,3.63818302977593,3.86007029492831,377.148343558404,555.86509620231,4313.29075373673,-234.733295141514,3936.79113390624,10.4674438492486,NA
"9","B100_H",16,0.0254074222540864,3.18536854217501,0.0163954197133681,68.6421374051755,7.92818464337216,5.81191481660152,382.05332406903,552.954855417252,4386.8049862042,-266.185158631025,4660.37643282658,9.00287296021424,0.27
"10","B104_H",17,0.0238600683068428,3.52765500315063,0.0149578126516282,58.3820809780532,5.00896529991926,4.76362519593888,380.995168639055,534.642532200388,4394.76161468719,-417.748992592266,5296.74870981134,8.48537693565672,0.25
"11","B105_H",16,0.0258723509814025,3.16227104723002,0.0163954197133681,68.6421374051755,6.06022681114607,5.37693157813236,361.919554250064,481.597320811848,3958.72997707339,-419.314924442364,5638.82301359391,9.55331527108329,0.07
"12","B106_H",17,0.0241197828164025,3.18016140921311,0.0161312279000263,66.8937826058375,5.58991580182592,5.36687596955471,365.656913461921,538.433065444339,4521.00458349721,-356.685442384596,4657.61108710546,8.80794191316206,NA
"13","B107_H",16,0.0220361686544701,3.44300691637033,0.0149578126516282,58.3820809780532,3.21472688540654,3.92688949552956,401.313025921198,553.126929575378,4424.38333554554,-289.384789482687,4188.77055364802,6.79722954026916,0.29
"14","B108_H",17,0.0210900273550408,3.62492147150429,0.0152421900638036,53.9708049142708,5.56025358997003,4.86705919052988,368.601737554002,483.004300389249,4029.59453920311,-179.745416758451,3556.72771932475,9.59926737224423,0.68
"15","B109_H",16,0.0230629665695093,3.36432886593936,0.0148198226390641,38.1683133289169,5.17216373886389,4.42002521608491,353.005463503585,702.24326039936,4712.89352008626,-424.941880905248,5880.42257586687,8.25142753451244,NA
"16","B110_H",17,0.0252590457862381,3.30869673738271,0.0143368738977841,45.8724598261753,4.75627354619869,4.6736036703874,367.662730396966,588.551019120303,4967.37060137536,-242.21111675935,4705.08918609035,8.40786293286319,0.7
"17","B113_H",17,0.0242054008898262,3.644353961736,0.0157336648975582,42.9048625746676,6.30057229566188,4.93872732596547,322.99000259181,636.216390141011,5369.66633279013,-346.374140286788,4886.14902676443,8.98062216916612,0.54
"18","B14a_H",17,0.0250222092268028,3.51791242826325,0.0168043281950213,58.810158716428,5.24417005509261,4.44796824834592,465.012304861237,494.600263564918,3448.13029500492,NA,NA,NA,NA
"19","B37_H",16,0.0218415601687995,3.28583688066954,0.0148542383358188,71.8481041950887,4.41038279895551,4.8337748846739,369.060875538093,519.953376052546,4274.01675115193,-386.953981284044,5103.19224615443,8.96939470426655,0.94
"20","B73_H",16,0.0194202217687335,2.94453340920125,0.0116570164136586,51.5779522615835,3.52356815567652,4.25,343.283878203125,610.129065112506,5015.2609152248,-408.58407124737,5702.3150166639,9.28814974569936,0.75
"21","B84_H",16,0.0232201977081916,3.49012170336085,0.0150322550905593,41.2024076463854,3.84889755949118,4.57083205469019,371.393625793602,516.997340596816,4363.45755463713,-283.881976924172,4430.96202511546,5.53737298149403,0.63
"22","B89_H",15,0.0249970226420701,3.34989280536255,0.0157494435129443,55.7883835082225,4.58971525733278,4.49916809088819,383.147373615219,507.136446731474,4280.23161041364,-360.492509554938,5325.1773029656,9.01285669104449,0.6
"23","B97_H",16,0.0213934904247777,3.34663293498097,0.0137961830653771,59.1550299423195,6.18787328468347,5.24177986846932,360.381385146896,632.780187863339,4950.3033812719,-332.389270587383,4890.49719426082,8.06840392829906,0.67
"24","B98_H",16,0.0242597883928811,3.30580299468223,0.0163954197133681,68.6421374051755,4.94710016883846,4.72702329808116,343.937228852511,646.617594426617,5315.19662618679,-431.197636760952,5755.6642989561,11.2527522171866,NA
"25","C103_H",16,0.0197784823122526,3.14036553537712,0.0129813630799272,63.758312130418,4.2382715847737,4.67599099618099,348.524419254845,519.612402995225,4385.5286812797,-294.166187263073,3522.88775414266,10.953452426877,NA
"26","CO109_H",15,0.0201811885232779,3.13126084895235,0.012506323188562,64.5788970689568,5.08359432252958,5.35659096151683,382.411240623756,458.108794960788,3731.41987403333,-284.733292022248,4078.16663849616,4.62736015301676,0.36
"27","CR1Ht_H",16,0.0213068399438112,3.72136461343412,0.0147991382657146,58.8787893963363,5.79987989280885,5.38683036713598,349.894014865507,505.464885237743,4035.77329250666,-319.86155226748,4931.2345839935,8.95477571818153,0.47
"28","D09_H",15,0.0268183975321931,3.33353075887797,0.0163796410979821,56.2790956621443,5.01372638940833,4.72640541913135,333.196713318318,599.485314261954,4021.21503671324,-324.260678936039,4832.20823192452,5.46620358618521,0.36
"29","DE811_H",16,0.0179968060372164,3.3465131960718,0.0132352043561153,53.6940153406191,3.1912017405382,4.04883762917839,376.327332348015,645.989385690665,5310.03275037727,-430.953459850875,5580.33158216628,10.1928142645953,NA
"30","DK4676A_H",16,0.0240581429461633,3.3175062992021,0.0143368738977841,45.8724598261753,4.50542913591164,3.25998815774701,372.943319572087,580.768820742273,4050.2317485565,-276.121351601063,4147.56042019118,5.93472074771443,0.24
"31","DK78010_H",17,0.0248625010075664,3.43104270193894,0.0163115012778761,49.4343493806162,4.24175062029894,3.75915151395356,373.014377209304,602.145868649542,4328.53311296312,-308.943643032089,4410.65684085608,6.48249573534539,0.61
"32","DK78371A_H",16,0.021431387378434,3.57213651215189,0.0142698996779788,54.6941504535371,4.27837241275346,4.69952828329282,390.254086400606,553.58619159978,4617.76780275367,-390.103653197962,4586.4008354924,10.507612184025,0.82
"33","DKFAPW_H",16,0.0262194355670813,3.72382113548007,0.0174998991591404,32.8457686690063,4.90997791770784,4.75389630256098,330.441958384228,549.165818619682,4514.14302905379,-422.058504256454,5766.9169596524,7.27510552642725,0.69
"34","DKFBHJ_H",16,0.0238349325941979,3.28260010308179,0.014982850098208,60.3655729063548,4.51088106826508,4.55169039288709,365.958433606161,511.578512047675,4131.50339702647,-268.98831467941,4240.84856591299,7.30216948926712,0.6
"35","DKIBO2_H",16,0.025913038657506,3.68587400823554,0.0156483773616275,22.7289661536731,5.9683137356867,4.85564896622884,364.280884070456,545.80176935344,4606.56693334303,-348.253077429251,4820.0410624712,8.10051295105638,0.21
"36","DKMBST_H",16,0.0206166213132397,3.47280082336587,0.0142012989855778,54.0502183072088,6.77936754005292,5.32040512210534,359.765657706748,613.185601725445,4947.74502710986,-488.018929589199,5728.06419162124,8.53053515819363,0.94
"37","EA1027_H",16,0.0219556682869067,3.55548334627528,0.0151097847255151,50.48368984893,6.31315750309824,5.19632110040146,401.584650721992,462.446420013347,3903.04778491265,-226.926117143401,3266.10709501254,4.39835994753833,NA
"38","EA1163_H",16,0.0246555561209656,3.08357920035993,0.0151014572403411,68.2979520209128,6.16069892231434,5.6762939704683,328.484371770217,430.952247874669,3526.85679495891,-264.1481475179,4054.8093708611,7.18254819355778,0.07
"39","EA3076_H",17,0.0252776665496416,3.12576912487183,0.0165140268555013,75.8365561493358,5.701941446141,5.61342007537455,323.782460654156,473.82177512977,3933.95440319928,-288.360508281412,4262.6332889952,7.99616142540091,NA
"40","EC136_H",15,0.0230687024619827,3.2987370055738,0.0151907420304948,57.0402593030026,4.74092916735288,4.59512359892659,360.988985243797,569.919316333618,4132.71275247882,-292.253565825528,4536.70911961953,7.28329128943765,0.24
"41","EC140_H",16,0.0229132657908609,3.33715896313074,0.0149578126516282,58.3820809780532,5.47012329618055,4.82216630570566,348.057692000289,670.886367423753,4604.38680708924,-335.879502398593,4936.49791258919,9.2905857769308,0.36
"42","EC151_H",17,0.0238430766970879,3.36281733307022,0.0168049026971958,61.2479497380049,2.78120726636851,3.65876529870354,320.142091759506,615.408035463608,4511.27237158968,-319.510828694916,4334.3599526915,6.15000059996886,0.4
"43","EC169_H",17,0.0236737088345604,3.32794818820259,0.0163954197133681,68.6421374051755,4.62386656299949,4.42310934464805,351.149188473743,554.530646780127,4680.23865882427,-383.056805338475,4602.35005429932,5.7709077903153,0.34
"44","EC175_H",16,0.0262107295516826,3.31907014916263,0.0163796410979821,56.2790956621443,5.53122387871277,4.89530671152141,333.790494872494,532.213783967806,3999.44563366557,-342.571317153005,4650.59506415063,7.70157295474803,0.46
"45","EC232_H",16,0.0225405637607614,3.22610466991135,0.0151014572403411,68.2979520209128,5.02064233206142,4.61558150139871,373.30218734531,485.537286867148,3691.10559519671,-285.403540385877,4068.8006771829,5.53177409127821,0.62
"46","EC242C_H",17,0.0251770872126808,3.79158251118914,0.0184410732456489,48.2746420638177,5.7538638740737,4.86577364315488,367.280965171909,665.905220629871,4413.61665364374,-385.686223996484,4860.6248710803,5.64594528982898,0.8
"47","EC334_H",16,0.0260402797768535,3.50586877618203,0.0163954197133681,68.6421374051755,5.0698748546808,4.87592367355906,360.373022146302,738.966013255366,4379.63005901781,-380.9344194181,5552.33514350849,9.75239067068449,0.05
"48","EP10_H",15,0.0236942352235119,3.31790106206121,0.014798178677683,69.4453947411056,4.11933161291365,4.79097788106324,334.350778296791,418.906597318773,3535.57168137044,-311.21112973098,4091.3160597804,4.88246944696012,0.52
"49","EP2008-18_H",15,0.0212933963523823,3.25709420244998,0.0141779703315547,69.925757073087,4.6594286505286,5.13952057234157,363.56858806365,555.68258594999,4203.33565794641,-286.780006585102,4689.22765370294,7.15787575535461,NA
"50","EP2008-22_H",15,0.0251253136405932,3.03972250814266,0.0163954197133681,68.6421374051755,4.91032155104484,4.47064621512848,381.412616892824,486.230786468371,3986.62452069214,-320.787777393612,4776.58460393529,7.03690672731726,0.25
"51","EP29_H",16,0.0223545997430918,3.19628316804521,0.0142794445306837,67.7121633464397,3.98029534225453,4.30467511340621,351.68742409081,589.174257868787,4799.24807604169,-377.360495967306,5130.78808521549,6.98193786624344,0.31
"52","EP51_H",16,0.0259563596789672,3.21906294675187,0.0163954197133681,68.6421374051755,5.0237493298469,5.02273217804844,334.36047785053,421.211065916482,3555.02139633511,-286.193836637158,4206.12139007151,8.7256719119288,0.25
"53","EP52_H",15,0.0243922241915859,3.03498103949301,0.0151014572403411,68.2979520209128,5.18156661226358,4.86562031851855,380.803659379061,602.130608792472,3898.43738347377,-389.176217868713,5186.35456340118,5.37489806199465,NA
"54","EP55_H",16,0.0227784982081772,3.41634915877585,0.0153035892130808,62.7763987093022,4.01594528918018,4.80061295327334,296.977345743822,491.536807933949,3997.04587519724,-250.589554545631,4153.39575453822,6.10692559574047,NA
"55","EP67_H",15,0.0223576099098515,3.66232430890715,0.0141241919348085,41.8026674010195,5.92171927383813,5.19435650434328,323.416751647291,528.655887555087,4268.17123658543,-368.49531545302,4691.50656936445,4.77249858661495,NA
"56","EP72_H",16,0.0221147591223292,3.30594748224962,0.0142698996779788,54.6941504535371,3.49895259614983,4.17639787188487,290.396270334831,574.948946693688,4852.56911009473,-376.055025760382,4534.97917399783,6.50006628473697,0.62
"57","EP77_H",15,0.0238917452633487,3.39366784410946,0.0163954197133681,68.6421374051755,4.63705010491137,5.69227921846798,296.243191308032,501.968616085913,4042.35469093309,-355.373570447106,5462.26746452231,9.37777395342458,0.36
"58","EZ11A_H",16,0.0204505326656486,3.19145411750657,0.0129047972974178,50.5923387899754,2.20352398392397,3.34180879551135,360.426108224105,591.865548178302,4106.30432051662,-324.828188921797,4779.4637227298,7.19014608441124,NA
"59","EZ18_H",16,0.0204829631411782,3.14170945751015,0.0135273562919358,53.2794807855916,4.6859086751682,4.89836966621154,352.826762154694,515.954886885927,4241.14917020232,-334.712738583152,4741.32114711413,7.54827200692265,NA
"60","EZ31_H",17,0.025615026743118,3.35272833907303,0.0169574774783,62.1041138034753,5.44080886685894,5.08563268288443,370.413382394587,558.453924520621,4713.35112295404,-373.024751404849,5078.05523210887,9.77444900508948,0.69
"61","EZ34_H",15,0.023070920480137,3.52651071014127,0.0161312279000263,66.8937826058375,5.55041802302413,4.81375223181928,297.383552443693,485.79873092782,4100.1412890308,NA,NA,NA,NA
"62","EZ35_H",16,0.0240962258778861,3.1571965031484,0.0149578126516282,58.3820809780532,5.40848362731572,4.95762964430084,357.224342506437,572.582128180299,4706.62509364206,-361.087264704027,5236.33286099781,9.33849316127957,NA
"63","EZ36_H",16,0.0220031973621526,3.19566353138524,0.0152921102590336,69.528017495823,6.120358106426,4.87779061898448,345.479714107886,560.94259824779,4499.6082360883,-246.703752942873,4450.10531068553,8.68497784227104,0.05
"64","EZ37_H",17,0.0257904604769541,3.29514611900611,0.0175876750633378,62.3348168935213,2.76323692585356,4.25385521753417,398.715744066874,577.250377748274,4700.37895291637,-392.903531485456,4823.6828687015,6.30871731464796,0.29
"65","EZ38_H",16,0.0241824412598384,3.0232486103312,0.0147685173792649,66.3856915640197,7.01976583014292,6.17464505488969,393.250294791624,557.395895566478,4704.42135858107,-340.454346966291,4786.77804516891,8.63437928989407,0.29
"66","EZ40_H",16,0.0218017584900508,3.3659453918911,0.0149939974825111,67.4964303733021,2.53218984665424,3.70760829413177,324.109693556028,761.018789146681,4818.54916104333,-335.023435872116,5034.23388142693,8.27258254494177,0.27
"67","EZ42_H",17,0.0232714673696412,3.1989279172057,0.0132780080287639,54.3173255081717,3.72470838644709,4.84429664677337,345.109133642482,634.382714998387,4540.42794731184,-369.463338880996,5134.31936714351,8.4642481954775,NA
"68","EZ47_H",15,0.024172590447133,3.2250500133386,0.0161312279000263,66.8937826058375,7.03601131404152,5.47437159887303,350.445156307132,620.746782756496,3715.79705165066,-286.964023849897,5136.7322900412,10.6534093486024,0.68
"69","EZ48_H",16,0.0209634863994736,3.55532403049318,0.0142012989855778,54.0502183072088,5.43043783603601,4.75629179005812,357.739234520681,645.204608489247,4896.67910714557,-430.634318473548,5229.81419729978,7.940431149749,NA
"70","F04401_H",16,0.0214635000910642,3.29231192154329,0.0135920888900597,48.1105706167579,5.54247547971526,4.244810959342,392.246724865996,617.098911053032,4452.60211155858,-274.00749512739,4160.9664618188,6.19314739105397,0.83
"71","F04402_H",16,0.0229999186500298,3.42131288770788,0.0139688165449374,57.6283953920823,4.98865280289157,4.13132523000675,410.390455217029,497.724994861158,4004.90540110578,-261.189164902458,3990.01425071399,6.83081327911419,1.35
