"","Hybrid_ID","Nfinal","Phyllochron","Leaf_tip_emerg","First_LiguloChrone","tt_firstligule_sinceapp","c","a","potKernelWt","GNmax","GrainNoMax","Res.Tnight","resp.Ri","GN15cor","SensiRAD","b"
"1","11430_H",16,0.0248145064020489,3.29858855838549,0.0176034536787238,73.8440190712488,3.81969705240466,4.3345284752041,363.297490461626,531.946896962948,4489.63181036728,-361.885900472872,4980.6311178494,7.68760788831774,0.41,-0.656733036572273
"2","A3_H",15,0.0241678006598917,3.38026558314394,0.014982850098208,60.3655729063548,4.05017921428344,4.43117632205928,365.495408783833,539.105988745664,4301.06759725941,-413.181360462004,5608.17841703679,9.47480516782068,0.33,-0.674203584442685
"3","A310_H",16,0.0211304796873399,3.10097265740066,0.0142154143756756,71.4301409356445,4.49305749422023,4.91712172194026,360.021556589691,464.812869662118,3818.38004802895,-213.428504418365,3319.95628688417,2.22835630542229,0.79,-0.707773758061893
"5","A374_H",17,0.0219223974495697,3.57069065016652,0.0150643300995097,60.8650568807372,5.59751808577064,5.22238379754277,339.987988642954,685.267250438528,5203.01267250581,-401.17003751938,5454.58843981116,6.83525661048291,0.35,-0.791491870901415
"6","A375_H",16,0.02400512579628,3.24584181520251,0.014982850098208,60.3655729063548,6.75628129511027,5.24385667856184,375.714601396657,530.500701671693,4477.42592210909,-289.920602476248,4831.5046423659,7.38274335393121,0.11,-0.879326122169358
"7","A554_H",15,0.0240892411601868,3.64261694432075,0.0136908976973603,30.0116926554021,3.45566284396398,4.09026013717342,368.085262245176,474.299130761404,4003.08466362625,-302.35422888998,4534.43711593297,6.62458511756802,0.35,-0.62913924357247
"9","B100_H",16,0.0254074222540864,3.18536854217501,0.0163954197133681,68.6421374051755,7.92818464337216,5.81191481660152,382.05332406903,552.954855417252,4386.8049862042,-266.185158631025,4660.37643282658,9.00287296021424,0.27,-0.96815639596761
"10","B104_H",17,0.0238600683068428,3.52765500315063,0.0149578126516282,58.3820809780532,5.00896529991926,4.76362519593888,380.995168639055,534.642532200388,4394.76161468719,-417.748992592266,5296.74870981134,8.48537693565672,0.25,-0.74687956973388
"11","B105_H",16,0.0258723509814025,3.16227104723002,0.0163954197133681,68.6421374051755,6.06022681114607,5.37693157813236,361.919554250064,481.597320811848,3958.72997707339,-419.314924442364,5638.82301359391,9.55331527108329,0.07,-0.826565192284872
"13","B107_H",16,0.0220361686544701,3.44300691637033,0.0149578126516282,58.3820809780532,3.21472688540654,3.92688949552956,401.313025921198,553.126929575378,4424.38333554554,-289.384789482687,4188.77055364802,6.79722954026916,0.29,-0.610876297913816
"14","B108_H",17,0.0210900273550408,3.62492147150429,0.0152421900638036,53.9708049142708,5.56025358997003,4.86705919052988,368.601737554002,483.004300389249,4029.59453920311,-179.745416758451,3556.72771932475,9.59926737224423,0.68,-0.788667222119728
"16","B110_H",17,0.0252590457862381,3.30869673738271,0.0143368738977841,45.8724598261753,4.75627354619869,4.6736036703874,367.662730396966,588.551019120303,4967.37060137536,-242.21111675935,4705.08918609035,8.40786293286319,0.7,-0.727725534801861
