"","Hybrid_ID","Nfinal","Phyllochron","Leaf_tip_emerg","First_LiguloChrone","tt_firstligule_sinceapp","c","a","potKernelWt","GNmax","GrainNoMax","Res.Tnight","resp.Ri","GN15cor","SensiRAD","b"
"17","B113_H",17,0.0242054008898262,3.644353961736,0.0157336648975582,42.9048625746676,6.30057229566188,4.93872732596547,322.99000259181,636.216390141011,5369.66633279013,-346.374140286788,4886.14902676443,8.98062216916612,0.54,-0.84478338001117
"18","B37_H",16,0.0218415601687995,3.28583688066954,0.0148542383358188,71.8481041950887,4.41038279895551,4.8337748846739,369.060875538093,519.953376052546,4274.01675115193,-386.953981284044,5103.19224615443,8.96939470426655,0.94,-0.701507016160828
"19","B73_H",16,0.0194202217687335,2.94453340920125,0.0116570164136586,51.5779522615835,3.52356815567652,4.25,343.283878203125,610.129065112506,5015.2609152248,-408.58407124737,5702.3150166639,9.28814974569936,0.75,-0.63428646620028
"20","B84_H",16,0.0232201977081916,3.49012170336085,0.0150322550905593,41.2024076463854,3.84889755949118,4.57083205469019,371.393625793602,516.997340596816,4363.45755463713,-283.881976924172,4430.96202511546,5.53737298149403,0.63,-0.658946435009431
"21","B89_H",15,0.0249970226420701,3.34989280536255,0.0157494435129443,55.7883835082225,4.58971525733278,4.49916809088819,383.147373615219,507.136446731474,4280.23161041364,-360.492509554938,5325.1773029656,9.01285669104449,0.6,-0.715100416505825
"22","B97_H",16,0.0213934904247777,3.34663293498097,0.0137961830653771,59.1550299423195,6.18787328468347,5.24177986846932,360.381385146896,632.780187863339,4950.3033812719,-332.389270587383,4890.49719426082,8.06840392829906,0.67,-0.836240794979007
"25","CO109_H",15,0.0201811885232779,3.13126084895235,0.012506323188562,64.5788970689568,5.08359432252958,5.35659096151683,382.411240623756,458.108794960788,3731.41987403333,-284.733292022248,4078.16663849616,4.62736015301676,0.36,-0.752536449647742
"26","CR1Ht_H",16,0.0213068399438112,3.72136461343412,0.0147991382657146,58.8787893963363,5.79987989280885,5.38683036713598,349.894014865507,505.464885237743,4035.77329250666,-319.86155226748,4931.2345839935,8.95477571818153,0.47,-0.806830895874911
"27","D09_H",15,0.0268183975321931,3.33353075887797,0.0163796410979821,56.2790956621443,5.01372638940833,4.72640541913135,333.196713318318,599.485314261954,4021.21503671324,-324.260678936039,4832.20823192452,5.46620358618521,0.36,-0.747240460317151
"29","DK4676A_H",16,0.0240581429461633,3.3175062992021,0.0143368738977841,45.8724598261753,4.50542913591164,3.25998815774701,372.943319572087,580.768820742273,4050.2317485565,-276.121351601063,4147.56042019118,5.93472074771443,0.24,-0.708711528502102
"30","DK78010_H",17,0.0248625010075664,3.43104270193894,0.0163115012778761,49.4343493806162,4.24175062029894,3.75915151395356,373.014377209304,602.145868649542,4328.53311296312,-308.943643032089,4410.65684085608,6.48249573534539,0.61,-0.68872469701866
"31","DK78371A_H",16,0.021431387378434,3.57213651215189,0.0142698996779788,54.6941504535371,4.27837241275346,4.69952828329282,390.254086400606,553.58619159978,4617.76780275367,-390.103653197962,4586.4008354924,10.507612184025,0.82,-0.691500628886712
"32","DKFAPW_H",16,0.0262194355670813,3.72382113548007,0.0174998991591404,32.8457686690063,4.90997791770784,4.75389630256098,330.441958384228,549.165818619682,4514.14302905379,-422.058504256454,5766.9169596524,7.27510552642725,0.69,-0.739376326162254
"33","DKFBHJ_H",16,0.0238349325941979,3.28260010308179,0.014982850098208,60.3655729063548,4.51088106826508,4.55169039288709,365.958433606161,511.578512047675,4131.50339702647,-268.98831467941,4240.84856591299,7.30216948926712,0.6,-0.709124784974493
"34","DKIBO2_H",16,0.025913038657506,3.68587400823554,0.0156483773616275,22.7289661536731,5.9683137356867,4.85564896622884,364.280884070456,545.80176935344,4606.56693334303,-348.253077429251,4820.0410624712,8.10051295105638,0.21,-0.819598181165052
"35","DKMBST_H",16,0.0206166213132397,3.47280082336587,0.0142012989855778,54.0502183072088,6.77936754005292,5.32040512210534,359.765657706748,613.185601725445,4947.74502710986,-488.018929589199,5728.06419162124,8.53053515819363,0.94,-0.881076059536011
"37","EA1163_H",16,0.0246555561209656,3.08357920035993,0.0151014572403411,68.2979520209128,6.16069892231434,5.6762939704683,328.484371770217,430.952247874669,3526.85679495891,-264.1481475179,4054.8093708611,7.18254819355778,0.07,-0.834180978311427
"39","EC136_H",15,0.0230687024619827,3.2987370055738,0.0151907420304948,57.0402593030026,4.74092916735288,4.59512359892659,360.988985243797,569.919316333618,4132.71275247882,-292.253565825528,4536.70911961953,7.28329128943765,0.24,-0.726562430885348
"40","EC140_H",16,0.0229132657908609,3.33715896313074,0.0149578126516282,58.3820809780532,5.47012329618055,4.82216630570566,348.057692000289,670.886367423753,4604.38680708924,-335.879502398593,4936.49791258919,9.2905857769308,0.36,-0.781835345850486
"41","EC151_H",17,0.0238430766970879,3.36281733307022,0.0168049026971958,61.2479497380049,2.78120726636851,3.65876529870354,320.142091759506,615.408035463608,4511.27237158968,-319.510828694916,4334.3599526915,6.15000059996886,0.4,-0.578015510790733
"42","EC169_H",17,0.0236737088345604,3.32794818820259,0.0163954197133681,68.6421374051755,4.62386656299949,4.42310934464805,351.149188473743,554.530646780127,4680.23865882427,-383.056805338475,4602.35005429932,5.7709077903153,0.34,-0.717689085475361
"43","EC175_H",16,0.0262107295516826,3.31907014916263,0.0163796410979821,56.2790956621443,5.53122387871277,4.89530671152141,333.790494872494,532.213783967806,3999.44563366557,-342.571317153005,4650.59506415063,7.70157295474803,0.46,-0.786466770006428
"44","EC232_H",16,0.0225405637607614,3.22610466991135,0.0151014572403411,68.2979520209128,5.02064233206142,4.61558150139871,373.30218734531,485.537286867148,3691.10559519671,-285.403540385877,4068.8006771829,5.53177409127821,0.62,-0.747764688770256
"45","EC242C_H",17,0.0251770872126808,3.79158251118914,0.0184410732456489,48.2746420638177,5.7538638740737,4.86577364315488,367.280965171909,665.905220629871,4413.61665364374,-385.686223996484,4860.6248710803,5.64594528982898,0.8,-0.803342881654786
"46","EC334_H",16,0.0260402797768535,3.50586877618203,0.0163954197133681,68.6421374051755,5.0698748546808,4.87592367355906,360.373022146302,738.966013255366,4379.63005901781,-380.9344194181,5552.33514350849,9.75239067068449,0.05,-0.751496513984804
"47","EP10_H",15,0.0236942352235119,3.31790106206121,0.014798178677683,69.4453947411056,4.11933161291365,4.79097788106324,334.350778296791,418.906597318773,3535.57168137044,-311.21112973098,4091.3160597804,4.88246944696012,0.52,-0.679445336258855
"49","EP2008-22_H",15,0.0251253136405932,3.03972250814266,0.0163954197133681,68.6421374051755,4.91032155104484,4.47064621512848,381.412616892824,486.230786468371,3986.62452069214,-320.787777393612,4776.58460393529,7.03690672731726,0.25,-0.739402373569199
